,Ref_x,Subject,Locale_processed
49292,5186446,CCI DE BASTIA ET DE LA HA,FRA
49293,5186447,CCI ALLIER,FRA
49294,5186448,CCI AJACCIO ET CORSE DU S,FRA
49311,5186465,CATERING INTERNATIONAL SE,FRA
49318,5186474,CAROLEX,FRA
49328,5186486,CAPIBOIS,FRA
49342,5186502,CA BASSIN D AURILLAC,FRA
49353,5186514,BYBLOS,FRA
49364,5186526,BTG INDUSTRIES ET SANTE,FRA
49384,5186550,BRASSERIE LICORNE,FRA
49409,5186579,BOIS DU DAUPHINE,FRA
49436,5186608,BIOSYLVA,FRA
49438,5186611,BIOMERIEUX,FRA
49444,5186618,BIOGAZ AUCH,FRA
49447,5186622,BIOALG HOLDING,FRA
49452,5186627,BIGBEN INTERACTIVE SA,FRA
49467,5186645,BERNARD DUMAS SA,FRA
49471,5186649,BENVIC GROUP,FRA
49591,5186782,ARAYMOND,FRA
49607,5186800,Aperam SA,FRA
49645,5186844,AMALTIS,FRA
49647,5186847,ALTRAD INVESTMENT AUTHORI,FRA
49650,5186850,ALTAWEST,FRA
49658,5186861,ALMA,FRA
49700,5186912,AGROFERT A.S.,FRA
49701,5186913,AGROFERT A.S.,FRA
49706,5186924,AFYREN-NEOXY,FRA
49708,5186928,AFD7,FRA
49712,5186933,AEROPORT TOULOUSE-BLAGNAC,FRA
49713,5186934,AEROPORT MONTPELLIER MEDI,FRA
49714,5186935,AEROPORT MARTINIQUE AIME,FRA
49715,5186936,AEROPORT MARSEILLE PROVEN,FRA
49716,5186937,AEROPORT GUADELOUPE POLE,FRA
49717,5186938,AEROPORT DE STRASBOURG-EN,FRA
49718,5186939,AEROPORT DE LYON SA,FRA
49719,5186940,AEROPORT DE LILLE,FRA
49720,5186941,AEROPORT DE LA COTE D AZU,FRA
49721,5186942,AEROPORT DE BORDEAUX MERI,FRA
49722,5186943,AEROPORT DE BALE-MULHOUSE,FRA
49723,5186944,AÉROPORT CHÂTEAUROUX CENT,FRA
49730,5186952,ADVENT INTERNATIONAL,FRA
49731,5186953,ADVENIS PROPERTY MANAGEME,FRA
49739,5186961,ADOVA GROUP,FRA
49754,5186979,ACOME,FRA
49770,5186996,ABO METROPOLITAINE BRETAG,FRA
49798,5187030,110 BOURGOGNE,FRA
49938,5187181,VILLE HOLDING PARTICIPATI,FRA
49955,5187202,VERMEER CAPITAL PARTNERS,FRA
50007,5187263,UI INVESTISSEMENT,FRA
50027,5187287,TRUFFLE CAPITAL,FRA
50028,5187288,TRUFFLE CAPITAL,FRA
50312,5187605,SPARRING CAPITAL,FRA
50341,5187637,SOFINNOVA PARTNERS,FRA
50342,5187638,SODEXO MOTIVATION SOLUTIO,FRA
50343,5187640,SOCIETE INTERNATIONALE DE,FRA
50359,5187658,SITEL GROUP,FRA
50451,5187761,SAGEMCOM SAS,FRA
50455,5187765,SAGARD SAS,FRA
50456,5187766,SAGARD SAS,FRA
50459,5187769,SAFT,FRA
50587,5187907,RADIALL SA,FRA
50604,5187925,QUADIENT SA,FRA
50623,5187944,PROMONTORIA MMB,FRA
50624,5187945,PROMONTORIA MMB,FRA
50734,5188065,PERNOD RICARD SA,FRA
50737,5188068,PERGAM FRANCE,FRA
50764,5188099,PARQUEST CAPITAL,FRA
50779,5188117,PAEONIA,FRA
50820,5188164,OENEO,FRA
51000,5188356,MOBIVIA,FRA
51191,5188574,LAZARD FRERES BANQUE,FRA
51212,5188595,Air Liquide S.A.,FRA
51217,5188600,LACOSTE HOLDING SA,FRA
51259,5188648,KLEPIERRE S.A TANT POUR S,FRA
51273,5188663,KEYQUANT,FRA
51341,5188739,JCDECAUX SE,FRA
51476,5188891,HUDSON GLOBAL RESOURCES,FRA
51514,5188933,HMG FINANCE,FRA
51703,5189150,GARDEL,FRA
51800,5189258,FIDUCIAL GÉRANCE,FRA
51868,5189334,ESFIN GESTION,FRA
51892,5189360,ENGIE GLOBAL MARKETS,FRA
51901,5189369,EMZ PARTNERS,FRA
51948,5189422,ECOTONE HOLDCO I SAS,FRA
52040,5189524,DEMETER INVESTMENT MANAGE,FRA
52146,5189649,CONSOLIDATION ET DEVELOPP,FRA
52168,5189674,COMPAGNIE LEBON,FRA
52169,5189675,COMPAGNIE FINANCIERE ET D,FRA
52230,5189739,CICLAD GESTION,FRA
52242,5189752,CHAUSSON MATERIAUX,FRA
52260,5189772,CFAO,FRA
52307,5189824,CASINO GUICHARD PERRACHON,FRA
52322,5189840,CAPZA ATALANTE,FRA
52397,5189928,BONNA SABLA SA,FRA
52408,5189940,BNP PARIBAS FRANCE,FRA
52447,5189980,BENETEAU SA,FRA
52455,5189990,BELIEVE,FRA
52488,5190025,BANQUE CHAABI DU MAROC,FRA
52549,5190089,AZULIS,FRA
52631,5190175,ASTER CAPITAL PARTNERS SA,FRA
52810,5190379,ADISSEO FRANCE SAS,FRA
52941,5190522,YESSS - CEF COMPTOIR ELEC,FRA
53297,5190909,VILLE HOLDING PARTICIPATI,FRA
53352,5190970,VERIMATRIX,FRA
53594,5191237,TRES FRANCE HOLDING,FRA
53646,5191291,TOTAL SE,FRA
53998,5191666,TECHNIP ENERGIES FRANCE,FRA
54237,5191929,STRATEGIC GENERICS FRANCE,FRA
54256,5191951,STMICROELECTRONICS,FRA
54258,5191953,STITCH AGISSANT TANT POUR,FRA
54464,5192209,SOCIETE INTERNATIONALE DE,FRA
54467,5192212,SOCIÉTÉ FINANCIÈRE BIGARD,FRA
54468,5192213,SOCIETE ELMAR WOLF,FRA
54469,5192214,SOCIÉTÉ DE LA TOUR EIFFEL,FRA
54524,5192274,SKIS ROSSIGNOL SAS AGISSA,FRA
54697,5192464,SEPTODONT,FRA
54720,5192490,SEGULA,FRA
54737,5192507,SEB SA,FRA
54748,5192518,SDC LES TERRASSES DE LA F,FRA
54749,5192519,SDC LES CYPRES REPRESENTE,FRA
54777,5192551,SCHNEIDER ELECTRIC SE,FRA
54778,5192552,SCHNEIDER ELECTRIC SE,FRA
54779,5192553,SCHNEIDER ELECTRIC SE,FRA
54787,5192565,SCE CHATEAU TEYSSIER,FRA
54795,5192575,SCA VIVADOUR,FRA
54813,5192600,SAS FINAMBROISE,FRA
54883,5192675,Safran S.A,FRA
55043,5192853,REXEL,FRA
55050,5192860,RÉUNION AERIENNE ET SPATI,FRA
55080,5192893,REMY COINTREAU,FRA
55081,5192894,REMY COINTREAU,FRA
55209,5193044,QUESTEL UNITE,FRA
55244,5193079,QUADIENT SA,FRA
55451,5193294,POMA,FRA
55622,5193497,PELICAN VENTURE GROUPE GO,FRA
55791,5193686,ORGANISATION ECONOMIQUE D,FRA
55819,5193717,OPALE TOPCO,FRA
55835,5193735,OLYMPE - GROUPE SAVERGLAS,FRA
55853,5193754,OENEO,FRA
55878,5193782,OAK NATION,FRA
56072,5193997,NEOTISS SAS,FRA
56169,5194100,MUTUELLE CENTRALE DE REAS,FRA
56288,5194227,MOBIVIA,FRA
56494,5194447,MAXICOFFEE,FRA
56538,5194493,MARNIX FRENCH PARENTCO,FRA
56558,5194516,MARCEAU 4,FRA
56602,5194562,MAISON MONTAGNAC,FRA
56656,5194619,LVMH SA,FRA
56685,5194651,LOréal,FRA
56686,5194652,LOREAL,FRA
56688,5194654,LOOPING CIE,FRA
56815,5194790,LEGENDRE HOLDING 106,FRA
56888,5194877,LA FINANCIERE BALDOMERIEN,FRA
57632,5195686,"HILCO MANAGEMENT, TANT PO",FRA
57874,5195960,GROUPE SARIA TANT POUR SO,FRA
57875,5195964,GROUPE MULLER,FRA
57876,5195965,GROUPE LE GRAET,FRA
57877,5195967,GROUPE CFAO,FRA
57895,5195988,GREENCITY IMMOBILIER HOLD,FRA
58052,5196161,GIE SCG TANT POUR SON COM,FRA
58120,5196242,GBH GROUPE BERNARD HAYOT,FRA
58142,5196266,GALILEO GLOBAL EDUCATION,FRA
58371,5196514,FINANCIERE LYRA,FRA
58372,5196516,FINANCIÈRE EMG,FRA
58373,5196517,FINANCIERE DE LECLOSION,FRA
58425,5196570,FEDERATION NATIONALE DE L,FRA
58469,5196618,F.P.G.,FRA
58474,5196623,F T THE DIGITAL COPYRIGHT,FRA
58485,5196634,EXEL INDUSTRIES,FRA
58548,5196704,ESSILORLUXOTTICA,FRA
58561,5196717,ESI GROUP,FRA
58569,5196728,ERNEST BIDCO,FRA
58594,5196755,ENVEA GLOBAL,FRA
58629,5196795,EMZ PARTNERS,FRA
58755,5196931,ECF GROUP EQUITY SAS,FRA
58982,5197179,DEFI DESJOYAUX FINANCES,FRA
59015,5197217,DASSAULT SYSTEMES,FRA
59076,5197283,CUBE HEALTHCARE TOPCO FRA,FRA
59127,5197335,CREDIT AGRICOLE SA,FRA
59198,5197414,COOPÉRATIVE EVEN,FRA
59231,5197449,CONSOLIDATION ET DEVELOPP,FRA
59267,5197489,Plastic Omnium Gestion,FRA
59268,5197492,COMPAGNIE LEBON,FRA
59345,5197578,"CLOVERLEAF, HOLDING 20 ET",FRA
59359,5197592,CLIMATER,FRA
59575,5197822,CDP FINE WINES,FRA
59579,5197826,CBT PASCAL LOBRY REP RCE,FRA
59634,5197889,CAPZA ATALANTE,FRA
59701,5197965,CAISSE CENTRALE DE RÉASSU,FRA
59713,5197977,CABINET TRIO REP AFUL PAR,FRA
59879,5198158,BOOST HOLDING 2,FRA
59880,5198159,BOOST DEVELOPPEMENT,FRA
59885,5198165,BONCOCAP,FRA
59915,5198197,BNP PARIBAS FRANCE,FRA
59916,5198198,BNP PARIBAS FRANCE,FRA
60032,5198322,BENETEAU SA,FRA
60045,5198338,BELIEVE SAS,FRA
60208,5198517,BABILOU FAMILY HOLDING,FRA
60220,5198531,AZULIS,FRA
60231,5198544,AXWAY SOFTWARE SA,FRA
60493,5198824,ARROW TOPCO SAS,FRA
60499,5198831,AROMA ZONE TOPCO,FRA
60554,5198893,APPAREILLAGE ELECTRIQUE D,FRA
60575,5198915,AP INVEST,FRA
60687,5199033,ALPAGROUP,FRA
60767,5199118,AKIEM GROUP,FRA
60782,5199136,AIR FRANCE KLM,FRA
60819,5199185,AFFLELOU,FRA
60856,5199225,ADISTA GROUP,FRA
60857,5199226,ADISSEO FRANCE SAS,FRA
60974,5199355,5A DEVELOPPEMENT ET SES F,FRA
60989,5199372,2CRSI,FRA
60998,5199384,FYSBEE,FRA
61065,5199457,FROMI FRANCE SAS,FRA
61072,5199468,"FRESHWORKS, INC.",FRA
61073,5199469,"FRESHWORKS, INC.",FRA
61108,5199509,FRANCHE COMTE INNOV,FRA
61109,5199511,FRANCESCO SMALTO INTERNAT,FRA
61111,5199515,FRANCE PABX,FRA
61112,5199516,FRANCE LUZERNE UCAD,FRA
61113,5199517,FRANCE GALOP,FRA
61114,5199518,FRANCE CONSTRUCTIONS,FRA
61115,5199520,FRANCE ASSAINISSEMENT PET,FRA
61120,5199525,FRADIS MEDICAL,FRA
61125,5199530,FP HYDRAULIQUE S A,FRA
61225,5199643,FNAC DARTY N&D,FRA
61237,5199659,FLOWLY,FRA
61262,5199689,FLASH THERAPEUTICS,FRA
61271,5199698,FIZIMED,FRA
61278,5199706,FITNESS LEADER GROUP,FRA
61325,5199764,FINANCIERE RONDY SA,FRA
61326,5199770,FINANCIERE FLORE,FRA
61327,5199771,FINANCIERE ECLA,FRA
61328,5199772,FINANCIERE DU BOIS LEUREN,FRA
61340,5199793,FIGEAC AERO,FRA
61353,5199806,FICOFI SA,FRA
61359,5199816,FEWA CONSULTING,FRA
61375,5199833,FERNEYDIS,FRA
61379,5199837,FERME EOLIENNE DES MONTS,FRA
61397,5199857,FEETME,FRA
61398,5199858,FEEL IT SERVICES,FRA
61403,5199865,FE GROUP,FRA
61405,5199867,FDA INTERNATIONAL,FRA
61414,5199878,FATOUT  NICOLAS,FRA
61464,5199933,FAG HOLDING,FRA
61482,5199953,FABENTECH,FRA
61497,5199971,F.G.E.N.,FRA
61498,5199972,F.D GROUP,FRA
61510,5199985,EYEVENSYS,FRA
61528,5200006,EXPORT ENTREPRISES,FRA
61529,5200007,EXPLOITATION CAMPING LE R,FRA
61551,5200035,EWELLIX FRANCE,FRA
61590,5200078,EUROSILICONE,FRA
61607,5200097,EUROLOC,FRA
61616,5200108,EURO RESERVOIR,FRA
61617,5200109,EURO PRODUCTS AND SERVICE,FRA
61620,5200112,EURO DRILLING,FRA
61621,5200113,EURO DISNEY ASSOCIES S.A.,FRA
61623,5200115,EURL PISCINES DETENTE LOI,FRA
61624,5200116,EURL LES SAULES,FRA
61625,5200119,EUREVIA,FRA
61637,5200137,ETS RUAUD SA,FRA
61638,5200140,ETS LEBON ET VERNAY,FRA
61639,5200141,ETS FAIVELEY CVVB SBEV,FRA
61641,5200146,ETIRUCE CONSULTING,FRA
61642,5200147,ETIQ CREATION,FRA
61643,5200148,"ETIENNE LACROIX FINANCES,",FRA
61649,5200156,ETABLISSEMENTS RENE PARME,FRA
61650,5200161,ETABLISSEMENTS MALLEIN,FRA
61651,5200162,ETABLISSEMENTS JACQUES BR,FRA
61652,5200165,ETABLISSEMENT MOREAU SAS,FRA
61653,5200166,ET ALORS,FRA
61676,5200191,ESPACE FREELANCE SAS,FRA
61677,5200192,ESPACE BLEU,FRA
61683,5200203,ERYPHARM,FRA
61694,5200217,ERIC BOMPARD,FRA
61709,5200234,EQUIPE BAIE,FRA
61714,5200239,EPSYNA,FRA
61719,5200244,EPILAB,FRA
61730,5200256,EPAURIF,FRA
61733,5200263,EOLIENNES EN MER DIEPPE T,FRA
61735,5200265,EO2 AUVERGNE,FRA
61775,5200311,ENEZ SOLUTIONS,FRA
61817,5200358,EMSFACTORY,FRA
61848,5200391,EMETROP,FRA
61873,5200424,ELITECH FRANCE,FRA
61877,5200428,ELITE PISCINE,FRA
61880,5200431,ELIOR GROUP,FRA
61881,5200432,ELIOR,FRA
61908,5200464,ELECTRO OHMS,FRA
61914,5200471,ELECTRICFIL SA,FRA
61922,5200479,ELE.FIN SERVICES,FRA
61930,5200488,ELAP,FRA
61953,5200519,EG427,FRA
61983,5200555,EDF SA,FRA
61984,5200556,EDF SA,FRA
61987,5200562,EDEIS EXPLOITATION DU TRA,FRA
62000,5200584,ECOBAG,FRA
62002,5200589,ECHOPEN FACTORY,FRA
62009,5200597,EBM PAPST,FRA
62025,5200613,EASYTIS,FRA
62026,5200614,EASYRECRUE,FRA
62057,5200647,E3R,FRA
62067,5200659,E.D.S.,FRA
62069,5200662,E- SAT,FRA
62102,5200697,DV POOL SERVICES,FRA
62128,5200726,DUCLOS SA,FRA
62148,5200749,"DROPBOX, INC.",FRA
62149,5200750,"DROPBOX, INC.",FRA
62150,5200751,"DROPBOX, INC.",FRA
62190,5200795,DP STEPHANOIS,FRA
62191,5200796,DP SAVOIE,FRA
62193,5200798,DOYO SAS,FRA
62220,5200826,DONIA MOORING,FRA
62232,5200838,DONATI FRANCE,FRA
62237,5200847,DOLPHIN DESIGN SAS,FRA
62256,5200868,"DNA SCRIPT, INC",FRA
62350,5200970,DIGITAL SURF,FRA
62370,5200994,DICMA,FRA
62373,5200997,DICARTECH,FRA
62375,5201000,DIAPPYMED,FRA
62402,5201035,DESTINATION FORMATION,FRA
62424,5201062,DENTAL MONITORING,FRA
62452,5201096,DELAIRE FERS ET METAUX,FRA
62455,5201102,DEFACTO TECHNOLOGIES,FRA
62456,5201104,DEEPOMATIC,FRA
62462,5201110,DECOMATIC,FRA
62470,5201118,DECIP MACHINES OUTILS,FRA
62511,5201166,DAYVOLY STUDIO,FRA
62518,5201173,"DAWN FOODS, INC.",FRA
62543,5201204,DATEX SA,FRA
62545,5201206,DATALEM CONSULTING,FRA
62558,5201220,DATA LABCENTER,FRA
62594,5201262,DALLE ET ASSOCIES,FRA
62598,5201270,DAIMAY FRANCE SAS,FRA
62614,5201288,DA VOLTERRA,FRA
62634,5201312,CYPRIEN LEFRANCOIS CONSUL,FRA
62644,5201322,CYLLENE,FRA
62659,5201338,CXD FRANCE,FRA
62680,5201361,CULTURE TOP,FRA
62696,5201380,CTMS,FRA
62705,5201389,"CSG SYSTEMS INTERNATIONAL, INC.",FRA
62706,5201390,"CSG SYSTEMS INTERNATIONAL, INC.",FRA
62707,5201391,"CSG SYSTEMS INTERNATIONAL, INC.",FRA
62708,5201392,"CSG SYSTEMS INTERNATIONAL, INC.",FRA
62709,5201393,"CSG SYSTEMS INTERNATIONAL, INC.",FRA
62768,5201459,CREATIC EMBALL SERVICES,FRA
62800,5201492,COVICO ET SES FILIALES,FRA
62817,5201511,COTON BLANC,FRA
62818,5201512,COTE TERRASSE,FRA
62865,5201573,COPROMATIC,FRA
62870,5201578,COP HOLDCO APS,FRA
62908,5201618,CONTROLE ET MAINTENANCE,FRA
62912,5201622,CONTRAT GROUPE NOVELIA,FRA
62916,5201627,CONTINUITY,FRA
62933,5201645,CONSTELLIUM INTERNATIONAL,FRA
62934,5201646,CONSTELLIUM INTERNATIONAL,FRA
62935,5201647,CONSTELLIUM INTERNATIONAL,FRA
63009,5201725,CONCEPT FRUITS,FRA
63010,5201726,CONCEPT ENTREPRISE INFORM,FRA
63065,5201787,COMME DES GARCONS INTERNA,FRA
63074,5201800,COMELY,FRA
63106,5201838,COHESIVES,FRA
63114,5201847,COGNACQ JAY IMAGE,FRA
63126,5201865,COCORICO,FRA
63154,5201899,CMGA,FRA
63161,5201906,CMA/CGM HORS CEVA,FRA
63162,5201907,CMA/CGM,FRA
63178,5201923,CLINITEX SERVICES,FRA
63187,5201936,CLEOR,FRA
63205,5201955,CLEANSONIC FRANCE SAS,FRA
63255,5202009,CIS AMREIN,FRA
63256,5202010,CIRPACK SAS,FRA
63289,5202045,CINEVAUBAN SAS,FRA
63291,5202047,CINEFRIENDS,FRA
63306,5202063,CIFRA,FRA
63379,5202143,CHIPIRON,FRA
63409,5202175,CHILDREN STORY,FRA
63464,5202237,CHATEAU DE LA GAUDE,FRA
63465,5202240,CHATEAU ANGELUS,FRA
63466,5202241,CHATARD,FRA
63480,5202256,CHARLERY CONSULTING,FRA
63487,5202265,CHANSARD FERMENTATION,FRA
63520,5202302,CHAFI CASSIM CONSULTING,FRA
63523,5202305,CH INVESTISSEMENTS,FRA
63535,5202321,CF GROUP FRANCE,FRA
63540,5202326,CET CONNECT (FRANCE),FRA
63541,5202327,CET,FRA
63544,5202330,CERTIS THERAPEUTICS,FRA
63560,5202352,CENTUM ADETEL GROUP,FRA
63592,5202387,CENTAURE SERVICE,FRA
63598,5202394,CEMENTIS REUNION,FRA
63612,5202409,CELIA SERVICES,FRA
63618,5202416,CEF MONACO,FRA
63622,5202420,CEDRIC NGAKAM CONSULTING,FRA
63637,5202438,CD PISCINES,FRA
63638,5202439,CD BY LD,FRA
63663,5202466,CBA MEUBLES,FRA
63674,5202478,CAUDRESIENNE DE BLANCHIME,FRA
63690,5202499,CASSE AUTO NOUVELLE FORMU,FRA
63693,5202502,CASINO VICTORIA,FRA
63694,5202503,CASINO SALIES DU SALAT,FRA
63695,5202504,CASINO DE SAINT JULIEN,FRA
63696,5202505,CASINO DE NOIRETABLE,FRA
63698,5202507,CASINO DE CAVALAIRE,FRA
63699,5202508,CASH WORLD,FRA
63717,5202530,CARRIERE PISCINES EVOLUTI,FRA
63742,5202557,CARDELL ET CIE,FRA
63748,5202563,CAPTEUR PROTECT,FRA
63749,5202564,CAPSYS,FRA
63754,5202569,CAPILLUM,FRA
63755,5202570,CAPENSIS,FRA
63756,5202571,CAP SUD,FRA
63758,5202575,CAOUTCHOUC DARGENTEUIL,FRA
63791,5202620,CAMPING DOMAINE DU PLAN,FRA
63792,5202622,CAMPING DE LESPERANCE,FRA
63793,5202624,CAMPING BEAU RIVAGE,FRA
63826,5202663,CAELUM,FRA
63893,5202745,BV PROTO,FRA
63911,5202765,BUREAUTIQUE SYSTEME APPLI,FRA
63928,5202787,BTC ORTHOPEDIE,FRA
63960,5202823,BRPI CONSULTING,FRA
63971,5202834,BROSSERIE JULIO,FRA
63982,5202845,BROADPEAK,FRA
63986,5202849,BRITVIC FRANCE,FRA
64024,5202888,BRIANE MANAGEMENT,FRA
64060,5202934,BOURGOIN DISTRIBUTION SAS,FRA
64067,5202942,BOSS PACIFIC,FRA
64100,5202977,BONDUELLE SA,FRA
64208,5203097,BITRIDGE CONSULTING,FRA
64216,5203107,BISCUIT HOLDING,FRA
64223,5203116,BIOVITESS LIMITED,FRA
64227,5203124,BIOSPEEDIA,FRA
64231,5203129,BIONATICS SA,FRA
64232,5203130,"BIONANO GENOMICS, INC.",FRA
64233,5203132,BIOMEDICAL TISSUES,FRA
64246,5203150,BIOGAZ AUCH,FRA
64250,5203158,BIOADHESIVE OPHTALMICS,FRA
64257,5203169,BIGMAT FRANCE,FRA
64267,5203183,BHEALTHCARE,FRA
64268,5203184,BH LAUNDRY INTERNATIONAL,FRA
64282,5203199,BEWEASE,FRA
64368,5203293,BELIEVE SAS,FRA
64369,5203294,BELIEVE SAS,FRA
64372,5203297,BEL FABIEN,FRA
64382,5203308,BEAVER CONSULTING,FRA
64401,5203329,BCO PISCINES,FRA
64411,5203341,BB FABRICATIONS,FRA
64429,5203360,BASIKON,FRA
64453,5203388,BARKY CONSULTING,FRA
64528,5203466,BAE INVEST,FRA
64531,5203469,BACKUP SYSTEMS,FRA
64541,5203480,B2B FRUIT TRADING,FRA
64551,5203492,B CUST,FRA
64561,5203503,AZERTY,FRA
64566,5203512,AXOLTIS PHARMA,FRA
64567,5203514,AXIUM SOLUTIONS ALUMINIUM,FRA
64569,5203516,AXIOM,FRA
64570,5203517,AXG PRODUCTIONS SAS,FRA
64572,5203519,AXERIEL,FRA
64573,5203520,AXE DV,FRA
64603,5203553,AVENIR TELEMATIQUE SA,FRA
64617,5203567,AVANQUEST SOFTWARE SAS,FRA
64652,5203610,AURES MAINTENANCE,FRA
64684,5203651,ATLANTIQUE ALIMENTAIRE,FRA
64694,5203661,ATLANCAD,FRA
64696,5203663,ATIPIK SOLUTIONS,FRA
64715,5203690,ASTOR,FRA
64723,5203699,ASTER CAPITAL PARTNERS SA,FRA
64746,5203727,ASSISTANCE LOGISTIQUE SER,FRA
64816,5203807,ARYZTA FRANCE,FRA
64823,5203815,ARTS ENERGY,FRA
64837,5203831,"ARTERYS, INC.",FRA
64844,5203838,ART ET FACT INNOVATION,FRA
64848,5203842,ARROW TOPCO S.A.S,FRA
64862,5203858,ARMOR PLATS CUISINES,FRA
64864,5203861,Arkema SA,FRA
64865,5203862,Arkema SA,FRA
64866,5203863,Arkema SA,FRA
64867,5203864,ARKAMYS SA,FRA
64870,5203867,ARJOBEX HOLDING,FRA
64875,5203873,ARIANEGROUP HOLDING SAS,FRA
64876,5203874,ARIANE GROUP,FRA
64883,5203882,AREMO SARL,FRA
64884,5203883,AREIA,FRA
64885,5203884,AREAL,FRA
64900,5203901,ARCHEON,FRA
64921,5203927,AQUA POOL & CO,FRA
64922,5203928,AQUA PENSEZ VOUS,FRA
64950,5203964,APOLIT SC,FRA
64960,5203978,APECYD INTERNATIONAL FRAN,FRA
64988,5204012,ANTESITE & NOIROT SAS,FRA
65016,5204040,ANETT ET CIE,FRA
65032,5204058,ANDREAS PERRIN CONSULTING,FRA
65034,5204060,ANDMTM CONSULTING,FRA
65043,5204071,ANASSBENCONSULTING,FRA
65056,5204089,AMPLITUDE LASER GROUP,FRA
65057,5204090,AMPLEO,FRA
65067,5204103,AMITEL,FRA
65113,5204154,AMALTIS,FRA
65118,5204159,ALVEDIA,FRA
65138,5204182,ALTIS PLUS,FRA
65141,5204186,ALTERNATECH,FRA
65143,5204190,ALTANNA,FRA
65148,5204196,Alstom S.A.,FRA
65149,5204197,Alstom S.A.,FRA
65150,5204198,Alstom S.A.,FRA
65151,5204199,Alstom S.A.,FRA
65152,5204200,Alstom S.A.,FRA
65153,5204201,ALSIM SIMULATEURS,FRA
65162,5204213,ALPHA OMEGA INFORMATIQUE,FRA
65170,5204223,ALPES DIFFUSION DE GROS -,FRA
65172,5204226,ALP DATA,FRA
65207,5204268,ALLIANCE BIO EXPERTISE,FRA
65209,5204271,ALLENTOWN CAGING EQUIPMEN,FRA
65250,5204312,ALIDADINVEST,FRA
65255,5204317,ALIAE,FRA
65260,5204322,ALGOSEC FRANCE,FRA
65274,5204338,ALCIRUNE CONSULTING,FRA
65296,5204360,ALAUX PHILIPPE PIERRE,FRA
65337,5204407,AJC PROPRETE,FRA
65349,5204419,AIRLANE TECHNOLOGIES,FRA
65358,5204428,AIRCALL,FRA
65369,5204439,Air Liquide S.A.,FRA
65381,5204452,AIFOR GIE,FRA
65391,5204462,AGUETTANT SANTE SA,FRA
65392,5204463,AGUETTANT DIAGNOSTICS,FRA
65410,5204487,AGORINFO,FRA
65422,5204504,AGEN T,FRA
65443,5204529,AESA AIR ENGINEERING AS.I,FRA
65471,5204563,ADVENT INTERNATIONAL,FRA
65491,5204584,ADV,FRA
65498,5204594,ADPUERIVITAM,FRA
65509,5204606,ADISSEO FRANCE SAS,FRA
65525,5204625,AD HOC PISCINES,FRA
65532,5204632,ACUSURGICAL,FRA
65544,5204648,ACTIAN FRANCE,FRA
65565,5204674,ACI GROUPE,FRA
65578,5204687,ACDIS FRANCE,FRA
65580,5204689,ACCURE TX FRANCE,FRA
65592,5204705,ACCOR ACQUISITION COMPANY,FRA
65606,5204719,ACCESS CAPITAL PARTNERS S,FRA
65622,5204735,ACADEMIE DU FEU,FRA
65633,5204748,ABRIS LOISIRS CONFORT,FRA
65654,5204769,ABAM PISCINES SAS,FRA
65661,5204778,A5SYS,FRA
65674,5204791,A.P PISCINES.,FRA
65722,5204844,4 H HOLDING,FRA
65725,5204849,3PAC,FRA
65728,5204852,3EME DEGRE,FRA
65743,5204869,2GMC,FRA
65744,5204871,2A2M SOFTWARE,FRA
65768,5204897,1106,FRA
65774,5204903,]IGBEN INTERACTIVE,FRA
65815,5204952,MUNOZ,FRA
65867,5205008,MSA SAFETY INCORPORATED,FRA
65868,5205009,MSA SAFETY INCORPORATED,FRA
65869,5205010,MSA SAFETY INCORPORATED,FRA
65870,5205011,MSA SAFETY INCORPORATED,FRA
65871,5205012,MSA SAFETY INCORPORATED,FRA
65872,5205013,MSA SAFETY INCORPORATED,FRA
65873,5205014,MSA SAFETY INCORPORATED,FRA
65895,5205038,MRM,FRA
65911,5205054,MR ALTORA COLONNA DE STIG,FRA
65914,5205058,MP GEOTEX,FRA
65924,5205068,MOUNIER FREDERIC JEAN YVE,FRA
65925,5205069,MOULIN DES ISCLES,FRA
65947,5205092,MORGANE,FRA
65970,5205115,"MONTEREY MUSHROOMS HOLDINGS, LLC",FRA
65979,5205124,MONTAGNE ET NEIGE DEVELOP,FRA
65987,5205134,MON-INSTAL-ELEC.COM,FRA
66021,5205174,MODAG,FRA
66023,5205177,MOBIVIA,FRA
66028,5205183,MOBEETIP,FRA
66038,5205195,ML PISCINES 83,FRA
66055,5205213,MJ EXPANSION,FRA
66066,5205225,MITEK SYSTEMS INC,FRA
66071,5205231,MISTERPISCINES,FRA
66086,5205247,MIRATLAS,FRA
66087,5205248,MIRAKL,FRA
66107,5205268,MINESCO,FRA
66144,5205306,MILAE,FRA
66172,5205335,MICHAEL PAETZOLD SARL,FRA
66191,5205355,MG VALDUNES,FRA
66192,5205356,MG INVEST POUR LE COMPTE,FRA
66218,5205382,MEUNIER INDUSTRIES,FRA
66225,5205389,METRO,FRA
66227,5205391,METOSTOCK,FRA
66252,5205418,METALCARAIB,FRA
66349,5205525,MEDIPHA SANTE,FRA
66350,5205526,MEDIPAC SA-OFF  POLYNESIE,FRA
66351,5205527,MEDINCELL,FRA
66356,5205532,MEDICO RYTHMOLOGIE,FRA
66370,5205555,MEDCARE,FRA
66374,5205561,MECASONIC SA,FRA
66375,5205562,MECANIQUE ET HYDRAULIQUE,FRA
66376,5205563,MECAFORGE,FRA
