,Ref_x,Subject,Locale_processed
37649,5111157,SUEDWESTDEUTSCHE SALZWERKE AG HEILBRONN,DEU
37663,5111181,Rudolf GmbH,DEU
37729,5111317,Queisser Pharma GmbH & Co,DEU
37778,5111401,Primepulse SE,DEU
37826,5111493,Pfalzwerke AG,DEU
37909,5111656,One Group GmbH,DEU
37910,5111657,One Group GmbH,DEU
37975,5111786,NFON AG,DEU
38021,5111874,Musashi Europe GmbH,DEU
38115,5112052,medac Gesellschaft für klinisc he Spezialpräparate mbH,DEU
38116,5112053,medac Gesellschaft für klinisc he Spezialpräparate mbH,DEU
38162,5112137,MAHLE AG,DEU
38180,5112180,Lufthansa Cargo AG,DEU
38215,5112256,LEONHARD KURZ STIFTUNG & CO,DEU
38271,5112352,KLÖCKNER & CO SE,DEU
38273,5112355,KION Group,DEU
38524,5112810,HENKEL AG & CO KGAA,DEU
38636,5113027,GERRY WEBER INTERNATIONAL AG,DEU
38909,5113567,DEUTSCHE BORSE AG,DEU
38911,5113569,Deutsche Bank Aktiengesellschaft,DEU
39056,5113839,CHEPLAPHARM ARZNEIMITTEL,DEU
39057,5113840,CHEPLAPHARM ARZNEIMITTEL,DEU
39077,5113879,CELONIC DEUTSCHLAND GMBH,DEU
39112,5113952,CABB Group GmbH,DEU
39114,5113956,C.H. Boehringer Sohn,DEU
39115,5113957,C.H. Boehringer Sohn,DEU
39240,5114166,BayWa Aktiengesellschaft,DEU
39244,5114170,Bayer AG*,DEU
39245,5114175,Basler AG,DEU
39328,5114323,Axel Springer SE,DEU
44607,5172376,Project Touchdown,DEU
45081,5172957,VANTAGE DATA CENTERS (GERMANY),DEU
45252,5173177,Political Risk (Germany),DEU
45373,5173324,Political Risk (Germany),DEU
45452,5173453,UNSERE GRUNE GLASFASER GMBH & CO. KG. (Germany),DEU
45463,5173465,SPEEDBREAK BIDCO (Germany),DEU
45464,5173467,SPEEDBREAK BIDCO (Germany),DEU
45513,5173522,Political Risk (Germany),DEU
45583,5173605,DEUTSCHE TELEKOM AG (Germany),DEU
45584,5173606,DEUTSCHE TELEKOM AG (Germany),DEU
45618,5181706,VOSSLOH-SCHWABE DEUTSCHLA,DEU
45635,5181743,UHLMANN GROUP HOLDING GMB,DEU
45663,5181806,STERR & EDER INDUSTRIESER,DEU
45686,5181847,SLV GROUP HOLDING GMBH,DEU
45718,5181932,S&P FEDERNWERK GMBH,DEU
45724,5181943,REMBE GMBH SAFETY + CONTR,DEU
45730,5181953,REAL ALLOY GERMANY GMBH,DEU
45733,5181964,PUMP TECHNOLOGY SOLUTIONS,DEU
45744,5181980,POLYMEDICS INNOVATIONS GM,DEU
45825,5182152,MALDANER GMBH,DEU
45827,5182159,MAHLE AG,DEU
45828,5182160,MAHLE AG,DEU
45835,5182176,LOHMANN GMBH & CO KG,DEU
45836,5182178,LODEC METALL-HANDEL,DEU
45888,5182289,IMO HOLDING GMBH,DEU
45889,5182290,IMO HOLDING GMBH,DEU
45890,5182292,IHI CHARGING SYSTEMS INTE,DEU
45903,5182324,HENKEL AG & CO KGAA,DEU
45920,5182391,Freudenberg & Co. KG,DEU
45949,5182461,EURES GMBH,DEU
45958,5182482,ERMURI GENUSS COMPANY EG,DEU
45977,5182516,EAGLE ACTUATOR COMPONENTS,DEU
46012,5182600,CHOCAL PACKAGING SOLUTION,DEU
46022,5182625,CARCOUSTICS INTERNATIONAL,DEU
46033,5182650,B-PLUS GMBH,DEU
46050,5182702,AURELIUS DEVELOPMENT THRE,DEU
46051,5182704,AUER LIGHTING GMBH,DEU
46248,5182967,WEHRLE-WERK AKTIENGESELLS,DEU
46324,5183051,VERTIV GMBH,DEU
46364,5183099,UNIVERSAL INVESTMENT GMBH,DEU
46393,5183133,UBS REAL ESTATE GMBH,DEU
46394,5183134,UBS ASSET MANAGEMENT (ITA,DEU
46464,5183216,TOPCON ELECTRONICS GMBH &,DEU
46465,5183217,TOP VIRTUE GLOBAL INVESTM,DEU
46500,5183256,"TIFFANY & CO., NIEDERLASS",DEU
46516,5183276,THELEN GMBH & CO. KG,DEU
46732,5183519,STEDEN GMBH,DEU
46848,5183658,SKW STICKSTOFFWERKE PIEST,DEU
47068,5183923,ROBERT BÜRKLE GMBH,DEU
47089,5183946,RF360 EUROPE GMBH,DEU
47100,5183957,REITBERGER MINERALÖLE GMB,DEU
47110,5183970,REG BIOFUELS GERMANY GMBH,DEU
47286,5184172,PENSIONSKASSE DER MITARBE,DEU
47333,5184224,PARAGON CUSTOMER COMMUNIC,DEU
47356,5184250,P. FISCHBACH GMBH,DEU
47436,5184341,NTT GLOBAL DATA CENTERS.,DEU
47591,5184509,MOMENTIVE PERFORMANCE MAT,DEU
47592,5184510,MOLARD REAL ESTATE HOLDIN,DEU
47653,5184579,Merck KGaA*,DEU
47658,5184586,MELIORANT DRABENT GMBH,DEU
47779,5184715,M.A.D. GMBH,DEU
47791,5184727,LUMMUS NOVOLEN TECHNOLOGY,DEU
47810,5184746,LSI - GERMANY GMBH,DEU
47811,5184747,LSI - GERMANY GMBH,DEU
47921,5184882,KUSTER OIL GMBH,DEU
47926,5184889,"KRISTL, SEIBT & CO. GESEL",DEU
48025,5185001,KADANT PAAL HOLDING GMBH,DEU
48043,5185019,JÜRGEN DORST GMBH,DEU
48061,5185040,JOSEF GARTNER GMBH,DEU
48071,5185053,JOHNS MANVILLE EUROPE GMB,DEU
48148,5185140,INTERNATIONAL CHEMICAL IN,DEU
48179,5185172,INEOS MANUFACTURING DEUTS,DEU
48375,5185394,H.C. STARCK HERMSDORF GMB,DEU
48444,5185481,GOODYEAR GERMANY GMBH,DEU
48498,5185538,GKN DRIVELINE INTERNATION,DEU
48522,5185566,GEMME SARL,DEU
48642,5185705,FERRO GMBH,DEU
48734,5185816,ESAB CUTTING SYSTEMS GMBH,DEU
48783,5185871,EMERSON CLIMATE TECHNOLOG,DEU
48811,5185901,ELCOWIRE GMBH,DEU
48866,5185963,DYNAVAX GMBH,DEU
48935,5186037,DIEBOLD NIXDORF DEUTSCHLA,DEU
49037,5186158,CRONIMET HOLDING GMBH,DEU
49055,5186176,CP KELCO GERMANY GMBH,DEU
49058,5186179,COVIDIEN DEUTSCHLAND GMBH,DEU
49075,5186198,CORDEN PHARMA HOLDING S.E,DEU
49126,5186259,COLT TECHNOLOGIES SERVICE,DEU
49150,5186286,CLOUD HQ,DEU
49267,5186420,CERDIA FINANZ GMBH,DEU
49393,5186561,BOUYGUES ENERGIES & SERVI,DEU
49537,5186723,AUGUST SCHMÄLING MINERALÖ,DEU
49579,5186770,ARSOL AROMATICS GMBH & CO,DEU
49602,5186795,APPLIED MATERIALS GMBH,DEU
49808,5187040,ZANTKE & CIE. ASSET MANAG,DEU
49891,5187129,WEBERBANK ACTIENGESELLSCH,DEU
49916,5187159,VSQUARED VENTURES MANAGEM,DEU
49926,5187169,VISIONARIES CLUB GMBH,DEU
50017,5187275,TVM LIFE SCIENCE MANAGEME,DEU
50045,5187305,TRESIDES ASSET MANAGEMENT,DEU
50200,5187473,TARGET PARTNERS GMBH,DEU
50247,5187528,S-UBG AG,DEU
50273,5187559,STEINHART & STAHL VERMÖGE,DEU
50313,5187606,SPARKASSE RHEIN NECKAR NO,DEU
50337,5187632,SOLUTIO AKTIENGESELLSCHAF,DEU
50581,5187900,RANTUM CAPITAL MANAGEMENT,DEU
50630,5187951,PROJECT A VENTURES MANAGE,DEU
50655,5187978,PREMIUM EQUITY PARTNERS G,DEU
50681,5188004,POINT NINE MANAGEMENT GMB,DEU
51087,5188451,MARONDO CAPITAL GMBH,DEU
51198,5188581,LAROUTE GMBH,DEU
51313,5188705,KANAM GRUND KAPITALVERWAL,DEU
51314,5188706,KANAM GRUND INSTITUTIONAL,DEU
51350,5188750,JAB Consumer Fund Management S.à.r.l.,DEU
51351,5188751,J. WAGNER GMBH,DEU
51462,5188877,HZG FUND MANAGEMENT GMBH,DEU
51467,5188882,HV CAPITAL HOLDING GMBH &,DEU
51486,5188901,HQ HOLDING GMBH & CO. KG,DEU
51523,5188944,HF PRIVATE DEBT SCSP,DEU
51740,5189189,FRANKFURTER VOLKSBANK EG,DEU
51794,5189250,FINATEM FONDS MANAGEMENT,DEU
51914,5189383,EMERAM CAPITAL PARTNERS GMBH,DEU
51921,5189393,ELINVAR GMBH,DEU
51952,5189427,ECM EQUITY CAPITAL MANAGE,DEU
51967,5189442,EARLYBIRD VENTURE CAPITAL,DEU
52024,5189504,DIGITAL TRANSFORMATION CA,DEU
52030,5189511,DEWB AG,DEU
52033,5189516,"Deutsche Post AG and their associated, affiliated, and subsidiary companies and all other organisati",DEU
52324,5189843,CAPNAMIC VENTURES MANAGEM,DEU
52325,5189844,CAPLANTIC GMBH,DEU
52473,5190009,BAYERNINVEST KAPITALVERWA,DEU
52498,5190036,BANK FÜR SOZIALWIRTSCHAFT,DEU
52709,5190263,ANTECEDO ASSET MANAGEMENT,DEU
52712,5190266,ANSA CAPITAL MANAGEMENT G,DEU
52738,5190293,AMPEGA ASSET MANAGEMENT G,DEU
52741,5190296,AM VENTURES MANAGEMENT GM,DEU
52750,5190308,ALLIANZ,DEU
52818,5190387,ACTON CAPITAL PARTNERS GM,DEU
52836,5190408,ACATIS INVESTMENT KAPITAL,DEU
52996,5190580,WWK LEBENSVERSICHERUNG A.,DEU
53000,5190584,WÜSTENROT STIFTUNG GEMEIN,DEU
53001,5190585,WÜSTENROT & WÜRTTEMBERGISCHE AG,DEU
53165,5190765,WEBERBANK ACTIENGESELLSCH,DEU
53276,5190886,VISIONARIES CLUB GMBH,DEU
53284,5190894,VIRIDIUM GROUP GMBH & CO.,DEU
53344,5190960,VERSICHERUNGSKAMMER BAYER,DEU
53477,5191109,UNION ASSET MANAGEMENT HO,DEU
53526,5191160,TVM LIFE SCIENCE MANAGEME,DEU
54392,5192127,SPARKASSE ZU LÜBECK AKTIE,DEU
54393,5192128,SPARKASSE SÜDHOLSTEIN,DEU
54394,5192129,SPARKASSE SCHWÄBISCH HALL,DEU
54395,5192130,SPARKASSE SAARBRÜCKEN,DEU
54396,5192131,SPARKASSE RHEIN NECKAR NO,DEU
54397,5192132,SPARKASSE LIPPSTADT,DEU
54398,5192133,SPARKASSE KRAICHGAU,DEU
54399,5192134,SPARKASSE HERFORD,DEU
54400,5192135,SPARKASSE HANAU,DEU
54401,5192136,SPARKASSE FREIBURG-NÖRDLI,DEU
54402,5192137,SPARKASSE DUISBURG,DEU
54403,5192138,SPARKASSE DORTMUND ANSTAL,DEU
54404,5192139,SPARKASSE AACHEN,DEU
54895,5192689,SÄCHSISCHE AUFBAUBANK - F,DEU
55158,5192982,RANTUM CAPITAL MANAGEMENT,DEU
55325,5193165,PROJECT A VENTURES II GMB,DEU
55384,5193226,PREMIUM EQUITY PARTNERS G,DEU
55467,5193311,POINT NINE MANAGEMENT GMB,DEU
55610,5193482,PENSIONSKASSE DER MITARBE,DEU
55895,5193799,NÜRNBERGER BETEILIGUNGS-A,DEU
55999,5193916,NIEDERRHEINISCHE SPARKASS,DEU
56124,5194052,NASSAUISCHE SPARKASSE,DEU
56188,5194119,MUNICH PRIVATE EQUITY AG,DEU
56295,5194236,MITTELBRANDENBURGISCHE SP,DEU
56507,5194461,MATCH HOSPITALITY AG,DEU
56536,5194491,MARONDO CAPITAL GMBH,DEU
56657,5194620,LVM LANDWIRTSCHAFTLICHER,DEU
56784,5194755,LFA FÖRDERBANK BAYERN,DEU
56862,5194847,LANDESKREDITBANK BADEN-WÜ,DEU
56863,5194848,LANDESKREDITBANK BADEN-WÜ,DEU
57065,5195068,KANAM GRUND KAPITALVERWAL,DEU
57193,5195205,JAB Consumer Fund Management S.à.r.l.,DEU
57501,5195546,HV CAPITAL HOLDING GMBH &,DEU
57521,5195567,HUK-COBURG Haftpflicht-Unterstützungs-Kasse kraftfahrender Beamter Deutschlands,DEU
57647,5195701,HF PRIVATE DEBT SCSP,DEU
57723,5195793,HAUSBANK MÜNCHEN EG BANK,DEU
57725,5195795,HASPA FINANZHOLDING,DEU
57748,5195818,HANNOVER RÜCK SE,DEU
58223,5196352,FRANKFURTER VOLKSBANK EG,DEU
58224,5196353,FRANKFURTER SPARKASSE,DEU
58775,5196952,EARLYBIRD VENTURE CAPITAL,DEU
58941,5197132,"Deutsche Post AG and their associated, affiliated, and subsidiary companies and all other organisati",DEU
58994,5197194,DEBEKA LEBENSVERSICHERUNG,DEU
59750,5198020,BUNDESVERBAND ÖFFENTLICHE,DEU
60093,5198390,BAUSPARKASSE SCHWÄBISCH H,DEU
60113,5198415,BARMENIA VERSICHERUNGEN A,DEU
60141,5198444,BANK IM BISTUM ESSEN EG,DEU
60142,5198445,BANK FÜR SOZIALWIRTSCHAFT,DEU
60143,5198446,BANK FÜR KIRCHE UND DIAKO,DEU
60703,5199050,ALLIANZ,DEU
60923,5199297,ACATIS INVESTMENT KAPITAL,DEU
76160,5216656,BAYERISCHE LANDESBANK,DEU
76161,5216657,Bayer AG*,DEU
76177,5216678,BAUMÜLLER HOLDING GMBH &,DEU
76497,5217021,BALLUFF GMBH,DEU
77414,5218015,AURELIUS DEVELOPMENT THRE,DEU
77433,5218038,AUGUST SCHMÄLING MINERALÖ,DEU
77434,5218039,AUGUST SCHMÄLING MINERALÖ,DEU
77440,5218048,AUER LIGHTING GMBH,DEU
77678,5218331,ASPEN REAL ESTATE INVESTM,DEU
77694,5218350,ASM ASSEMBLY SYSTEMS GMBH,DEU
77695,5218351,ASM ASSEMBLY SYSTEMS GMBH,DEU
77864,5218540,ARVOS BIDCO. SARL,DEU
77881,5218559,ARTOSS GMBH,DEU
77915,5218596,ARTCLINE GMBH,DEU
78167,5218867,ARA SHOES GMBH,DEU
78332,5219063,AON VERSICHERUNGSMAKLER D,DEU
79202,5219999,ALPHA TRAINS EUROPA GMBH,DEU
79203,5220000,ALPHA TRAINS EUROPA GMBH,DEU
79204,5220001,ALPHA TRAINS EUROPA GMBH,DEU
79600,5220422,ALFA ROHSTOFFHANDEL MÜNCH,DEU
79986,5220843,AH ELEPHANT BETRIEBS GMBH,DEU
80143,5221034,AEROMARITIME SYSTEMBAU GM,DEU
80467,5221391,AD ZILLE GMBH,DEU
80658,5221613,ACCURAY MEDICAL EQUIPMENT,DEU
80948,5221935,AACHENER PRINTEN  UND SC,DEU
82838,5223940,CLAAS KOMMANDITGESELLSCHA,DEU
83254,5224382,CHOCAL PACKAGING,DEU
83704,5224887,CERAMTEC GMBH,DEU
83841,5225041,CELONIS SE,DEU
83842,5225042,CELONIS SE,DEU
84291,5225539,CARCOUSTICS INTERNATIONAL,DEU
84292,5225540,CARCOUSTICS INTERNATIONAL,DEU
84555,5225833,CALUMET PHOTOGRAPHIC GMBH,DEU
84750,5226045,C.D. WAELZHOLZ GMBH,DEU
84762,5226058,C. D. WAELZHOLZ KG,DEU
85100,5226410,BÜLTMANN GMBH,DEU
85319,5226651,BROSE FAHRZEUGTEILE GMBH,DEU
86566,5227978,BLACK HORSE PROPERTIES GM,DEU
86696,5228119,BIOSPRING GESELLSCHAFT FÜ,DEU
87049,5228525,BERNER GROUP HOLDING SE &,DEU
87064,5228542,"BERLIN, FRANKLINSTRASSE 8",DEU
87377,5228879,BEBIG MEDICAL GMBH,DEU
87755,5229297,EVERS & EVERS GMBH & CO.,DEU
87821,5229371,EVAGO HOLDING GMBH,DEU
87883,5229452,EURES GMBH,DEU
88037,5229636,ESL GAMING GMBH,DEU
88038,5229637,ESL GAMING GMBH,DEU
88089,5229699,ERMURI GENUSS COMPANY EG,DEU
88292,5229931,ENO - TELECOM GMBH,DEU
88596,5230262,ELPRO GMBH,DEU
89108,5230839,ECKERT & ZIEGLER NUCLITEC,DEU
89109,5230840,ECKERT & ZIEGLER NUCLITEC,DEU
89305,5231049,EAGLE ACTUATOR COMPONENTS,DEU
89747,5231518,DR. RENTSCHLER HOLDING,DEU
89775,5231547,DR. AUGUST OETKER NAHRUNG,DEU
90604,5232424,DIMETIS GMBH,DEU
90730,5232558,DIAGNOSTIC GREEN GMBH,DEU
90789,5232621,DFL DEUTSCHE FUSSBALL LIGA,DEU
90834,5232675,Deutsche Bank Aktiengesellschaft,DEU
91139,5233002,DEKA IMMOBILIEN INVESTMEN,DEU
91358,5233240,DB REGIO AG,DEU
92031,5233941,DAIKIN MANUFACTURING,DEU
93785,5235834,HERDING FILTERTECHNIK GMB,DEU
93829,5235882,HENKEL AG & CO KGAA,DEU
93930,5236008,HEIDELBERGER DRUCKMASCHIN,DEU
94363,5236475,HANSEMERKUR GRUNDVERMÖGEN,DEU
94364,5236476,HANSEMERKUR GRUNDVERMÖGEN,DEU
94823,5236984,GSG GEWERBEHÖFE BERLIN 3.,DEU
94824,5236985,GSG GEWERBEHÖFE BERLIN 3.,DEU
94959,5237177,GRILLO-WERKE HOLDING GMBH,DEU
95926,5238211,GLL REAL ESTATE GMBH,DEU
96208,5238513,GIM GMBH,DEU
96334,5238653,GESOBAU AG,DEU
96626,5238975,GEMME SARL,DEU
96677,5239032,GEBR. PFEIFFER SE,DEU
97555,5239987,Freudenberg & Co. KG,DEU
97597,5240037,FREIBURG MANAGEMENT UND M,DEU
98533,5241077,FELLHORNBAHN GMBH,DEU
98594,5241145,FCA OBERHAUSEN GMBH,DEU
98808,5241380,FA. RHEINPERCHEMIE GMBH,DEU
99819,5242451,JÜRGEN DORST GMBH,DEU
99975,5242618,JPT PEPTIDE TECHNOLOGIES,DEU
100834,5243518,JENSCARE SCIENTIFIC (NETH,DEU
100937,5243625,JDR CABLE SYSTEMS GMBH,DEU
100990,5243681,JC ECKHARDT GMBH,DEU
101390,5244093,JAHO STADTHAUS VERWALTUNG,DEU
103133,5245891,IOMX THERAPEUTICS AG,DEU
103882,5246724,IMO HOLDING GMBH,DEU
103883,5246725,IMO HOLDING GMBH,DEU
103983,5246839,IKA-WERKE GMBH & CO. KG,DEU
104020,5246882,IFCO SYSTEMS MANAGEMENT,DEU
105666,5248669,MELIORANT DRABENT GMBH,DEU
105845,5248864,MEDI GMBH & CO. KG,DEU
105864,5248886,medac Gesellschaft für klinisc he Spezialpräparate mbH,DEU
106079,5249109,MBO POSTPRESS SOLUTIONS,DEU
106360,5249413,MATCH HOSPITALITY AG,DEU
106849,5249927,MARC O`POLO INTERNATIONAL,DEU
107056,5250147,MALDANER GMBH,DEU
107080,5250172,MAKINO EUROPE GMBH,DEU
107143,5250248,MAHLE AG,DEU
107144,5250249,MAHLE AG,DEU
107151,5250257,MAHA MASCHINENBAU HALDENW,DEU
107295,5250406,MACHEREY NAGEL GMBH & CO.,DEU
108064,5251218,LOHMANN GMBH & CO KG,DEU
108065,5251219,LOHMANN & RAUSCHER,DEU
108224,5251395,LIVEO RESEARCH GMBH,DEU
109741,5253076,KUSTER OIL GMBH,DEU
109832,5253184,"KRISTL, SEIBT & CO. GESEL",DEU
109864,5253220,KRAILBURG HOLDING GMBH &,DEU
109878,5253236,KPMG AG WIRTSCHAFTSPRÜFUN,DEU
109905,5253264,KORSCH AG,DEU
110041,5253415,KLOOSTERBOER BLG COLDSTOR,DEU
111487,5254954,PARI MEDICAL HOLDING GMBH,DEU
111507,5254975,PARAGON CUSTOMER COMMUNIC,DEU
112336,5255900,ONTRAS GASTRANSPORT GMBH,DEU
112632,5256228,OEMETA CHEMISCHE WERKE GM,DEU
112719,5256322,OCEAN BREEZE GMBH & CO.,DEU
113004,5256621,NVT GMBH,DEU
113074,5256702,NTT GLOBAL DATA CENTERS E,DEU
113409,5257073,NORDFROST GMBH & CO. KG,DEU
114105,5257826,NEBELHORNBAHN AG,DEU
114409,5258150,NAFTA SPEICHER GMBH & CO.,DEU
115749,5259554,MOLECULAR HEALTH GMBH,DEU
115751,5259556,MOLARD REAL ESTATE HOLDIN,DEU
116385,5260253,SCP RETAIL INVESTMENTS S.,DEU
116491,5260392,SCHWIND EYE-TECH-SOLUTION,DEU
116509,5260430,SCHMITT SÖHNE GMBH,DEU
116521,5260451,SCHAPER & BRÜMMER GMBH &,DEU
117158,5261233,SAAR-METALLWERKE GMBH,DEU
118168,5262320,ROBERT BÜRKLE GMBH,DEU
118352,5262510,RIV TOTAL MI 2 GMBH,DEU
118446,5262609,RIEDEL COMMUNICATIONS GMB,DEU
118564,5262728,RIB SOFTWARE GMBH,DEU
118894,5263089,REISERING HAMBURG RHH GMB,DEU
118907,5263105,REH-KENDERMANN GMBH WEINK,DEU
118954,5263161,REG BIOFUELS GERMANY GMBH,DEU
119158,5263381,REAL ALLOY GERMANY GMBH,DEU
120046,5264328,PUMP TECHNOLOGY SOLUTIONS,DEU
120234,5264528,PROTEROS BIOSTRUCTURES GM,DEU
120236,5264530,PROTEO BIOTECH AG,DEU
120363,5264669,PROGROUP AG,DEU
120750,5265086,PPRO HOLDING GMBH,DEU
122083,5266495,THE SQUAIRE GMBH & CO. KG,DEU
122084,5266496,THE SQUAIRE GMBH & CO. KG,DEU
122447,5266872,THE KADEWE GROUP GMBH,DEU
122965,5267418,TEVA BETEILIGUNGSGESELLSC,DEU
123003,5267465,TES ELECTRONIC SOLUTIONS,DEU
123211,5267684,TECNOKARTON GMBH & CO. KG,DEU
123808,5268319,SYSMEX INOSTICS GMBH  (SI,DEU
124621,5269187,STRABAG SE,DEU
124622,5269188,STRABAG SE,DEU
124623,5269189,STRABAG SE,DEU
124624,5269190,STRABAG SE,DEU
124821,5269396,STERR & EDER INDUSTRIESER,DEU
125097,5269704,STANDARDKESSEL BAUMGARTE,DEU
125356,5269984,SPORT GROUP HOLDING GMBH,DEU
125393,5270029,SPM FILIALBETRIEBS GMBH,DEU
125465,5270112,SPEIRA HOLDINGS,DEU
125853,5270532,SOLARWATT GMBH,DEU
125996,5270730,SMYTHS TOYS DEUTSCHLAND G,DEU
126010,5270744,SMS group GmbH,DEU
126141,5270884,SMA Solar Germany,DEU
126149,5270893,SLV GROUP HOLDING GMBH,DEU
126573,5271341,SILTRONIC AG /SILT0003,DEU
126622,5271404,SIEMENS ENERGY MÜNCHEN,DEU
126623,5271405,SIEMENS ENERGY MÜNCHEN,DEU
126916,5271713,SHARP NEC DISPLAY,DEU
127338,5272157,YUNEX GMBH,DEU
127724,5272565,XCHANGE TECHNOLOGY GMBH,DEU
128170,5273040,WILMS GMBH,DEU
128291,5273164,WILD BEAUTY GMBH,DEU
128303,5273178,WIGE SOLUTIONS GMBH & CO.,DEU
128663,5273562,WEIDMÜLLER HOLDING AG & C,DEU
128666,5273567,WEHRLE-WERK AKTIENGESELLS,DEU
128694,5273598,WEBER SCHRAUBAUTOMATEN GM,DEU
129201,5274144,VOSSLOH-SCHWABE DEUTSCHLA,DEU
129621,5274635,VERTICAL TOPCO III GMBH,DEU
129819,5274856,VARICOR GMBH,DEU
130141,5275202,UNIVERSAL INVESTMENT GMBH,DEU
130344,5275435,UHLMANN GROUP HOLDING GMB,DEU
130366,5275458,UBS REAL ESTATE GMBH,DEU
130369,5275461,UBS ASSET MANAGEMENT (ITA,DEU
130625,5275736,TRÜTZSCHLER GROUP SE,DEU
130842,5275962,TRIANEL GASSPEICHER EPE G,DEU
131255,5276408,TOPAS THERAPEUTICS GMBH,DEU
131258,5276411,TOP VIRTUE GLOBAL INVESTM,DEU
131465,5276631,TOI TOI & DIXI GROUP GMBH,DEU
131974,5277184,THELEN GMBH & CO. KG,DEU
131988,5730978,XS Holding GmbH,DEU
131999,5730989,VTG Aktiengesellschaft,DEU
132000,5730990,VTG Aktiengesellschaft,DEU
132001,5730991,Vorwerk & Co. KG,DEU
132005,5730995,Voith GmbH*,DEU
132045,5731037,Uniper SE,DEU
132046,5731038,Uniper SE,DEU
132141,5731135,SEG Automotive Germany GmbH,DEU
132146,5731140,Schwarz Dienstleistung KG,DEU
132151,5731145,SAP SE,DEU
132152,5731146,SAP SE,DEU
132170,5731168,Robert Bosch GmbH,DEU
132171,5731169,Robert Bosch GmbH,DEU
132203,5731207,Porsche Automobil Holding SE,DEU
132265,5731276,Mutares SE & Co. KGaA,DEU
132314,5731327,MAHLE AG,DEU
132357,5731374,KION Group,DEU
132427,5731447,HLS Sacha GmbH,DEU
132448,5731470,Habona Invest GmbH,DEU
132449,5731471,Habona Invest GmbH,DEU
132450,5731472,Habona Invest GmbH,DEU
132451,5731473,Habona Invest GmbH,DEU
132486,5731511,FRESENIUS,DEU
132500,5731525,Flender GmbH,DEU
132555,5731587,Eissmann Automotive Deutschland GmbH,DEU
132577,5731609,"Deutsche Post AG and their associated, affiliated, and subsidiary companies and all other organisati",DEU
132579,5731611,Deutsche Bank Aktiengesellschaft,DEU
132580,5731612,Deutsche Bank Aktiengesellschaft,DEU
132581,5731613,Deutsche Bank Aktiengesellschaft,DEU
132582,5731614,Deutsche Bank Aktiengesellschaft,DEU
132606,5731639,Covestro AG,DEU
132779,5731841,ALLIANZ,DEU
132780,5731842,ALLIANZ,DEU
133646,5732709,"Deutsche Post AG and their associated, affiliated, and subsidiary companies and all other organisati",DEU
133647,5732710,"Deutsche Post AG and their associated, affiliated, and subsidiary companies and all other organisati",DEU
133648,5732711,DEUTSCHE BORSE AG,DEU
133956,5733019,ALLIANZ,DEU
134928,5734050,Team Rosberg GmbH,DEU
138605,5737975,Deutsche Bank Aktiengesellschaft,DEU
140419,5740907,Edinburgh,DEU
140420,5740908,Edinburgh,DEU
140946,5741443,Edinburgh,DEU
140947,5741444,Edinburgh,DEU
141198,5741700,DEUTSCHE BORSE AG,DEU
143108,5743625,ALLIANZ,DEU
143109,5743626,ALLIANZ,DEU
143110,5743627,ALLIANZ,DEU
143919,5744465,Drive,DEU
144928,5745528,Bayer AG*,DEU
147201,5747845,LILIUM N.V.,DEU
152609,5753398,SONO GROUP NV,DEU
152718,5753507,SIGNA SPORTS UNITED NV,DEU
159803,5760749,ALLIANZ,DEU
159804,5760750,ALLIANZ,DEU
160491,5761438,Toyota Material Handling,DEU
160971,5761921,Fineska B.V.,DEU
161547,5762523,OILTANKING GMBH,DEU
161938,5762997,Volkswagen AG (Germany),DEU
162006,5763065,Siemens Corporation (Germany),DEU
162007,5763066,Siemens Corporation (Germany),DEU
162008,5763067,Siemens Corporation (Germany),DEU
162009,5763068,Schwarz-Gruppe (Germany),DEU
162010,5763069,Schwarz-Gruppe (Germany),DEU
162143,5763202,Kapsch TrafficCom AG (Germany),DEU
162297,5763356,Cargill (Germany),DEU
162298,5763357,Cargill (Germany),DEU
162299,5763358,Cargill (Germany),DEU
162300,5763359,Cargill (Germany),DEU
162319,5763378,Bayer AG (Germany),DEU
162320,5763379,Bayer AG (Germany),DEU
162581,5763713,JAMCO Corporation,DEU
175696,5776907,Project Hero,DEU
267389,5868980,Uniper Ln,DEU
267390,5868981,Uniper Ln,DEU
267391,5868982,Uniper Kraftwerke GmbH,DEU
269665,6012694,Uniper Kraftwerke GmbH,DEU
269666,6012695,Uniper Kraftwerke GmbH,DEU
270487,6014646,Uniper SE,DEU
270857,6015029,Evotec,DEU
270970,6015142,BASF SE LUDWIGSHAFEN,DEU
270998,6015170,ATAI Life Sciences,DEU
271025,6015200,ALLIANZ,DEU
273152,6017408,"Deutsche Post AG and their associated, affiliated, and subsidiary companies and all other organisati",DEU
286619,6031665,PARAGON CUSTOMER COMMUNIC,DEU
286924,6031992,Zweckverband Abfallwirtschaftszentrum Friesland/Wittmund,DEU
286925,6031994,Zweckverband Abfallbehandlung Nuthe-Spree (ZAB),DEU
286926,6031996,Zusatzversorgungskasse des Dachdeckerhandwerks VVaG,DEU
286929,6032001,zooplus SE,DEU
286932,6032005,Zimmer + Rhode GmbH,DEU
286933,6032007,ZG Raiffeisen eG,DEU
286936,6032013,Zentraleinkauf Baubedarf GmbH & Co. KG,DEU
286939,6032019,ZAST Zentrale Abrechnungsstelle für den Rettungsdienst Bayern GmbH,DEU
